02D0    // 0: 0.17578125000000000000
0305    // 1: 0.18872070312500000000
033A    // 2: 0.20166015625000000000
035D    // 3: 0.21020507812500000000
0380    // 4: 0.21875000000000000000
0392    // 5: 0.22314453125000000000
03A3    // 6: 0.22729492187500000000
03A3    // 7: 0.22729492187500000000
03A3    // 8: 0.22729492187500000000
03A3    // 9: 0.22729492187500000000
03A3    // 10: 0.22729492187500000000
03A3    // 11: 0.22729492187500000000
03A3    // 12: 0.22729492187500000000
0392    // 13: 0.22314453125000000000
0392    // 14: 0.22314453125000000000
0392    // 15: 0.22314453125000000000
0392    // 16: 0.22314453125000000000
0380    // 17: 0.21875000000000000000
0380    // 18: 0.21875000000000000000
036E    // 19: 0.21435546875000000000
036E    // 20: 0.21435546875000000000
036E    // 21: 0.21435546875000000000
035D    // 22: 0.21020507812500000000
035D    // 23: 0.21020507812500000000
035D    // 24: 0.21020507812500000000
035D    // 25: 0.21020507812500000000
036E    // 26: 0.21435546875000000000
036E    // 27: 0.21435546875000000000
036E    // 28: 0.21435546875000000000
036E    // 29: 0.21435546875000000000
036E    // 30: 0.21435546875000000000
036E    // 31: 0.21435546875000000000
036E    // 32: 0.21435546875000000000
036E    // 33: 0.21435546875000000000
036E    // 34: 0.21435546875000000000
036E    // 35: 0.21435546875000000000
036E    // 36: 0.21435546875000000000
036E    // 37: 0.21435546875000000000
036E    // 38: 0.21435546875000000000
036E    // 39: 0.21435546875000000000
035D    // 40: 0.21020507812500000000
035D    // 41: 0.21020507812500000000
034B    // 42: 0.20581054687500000000
034B    // 43: 0.20581054687500000000
033A    // 44: 0.20166015625000000000
0317    // 45: 0.19311523437500000000
0305    // 46: 0.18872070312500000000
02E2    // 47: 0.18017578125000000000
02D0    // 48: 0.17578125000000000000
02AD    // 49: 0.16723632812500000000
028A    // 50: 0.15869140625000000000
0267    // 51: 0.15014648437500000000
0244    // 52: 0.14160156250000000000
0220    // 53: 0.13281250000000000000
01FD    // 54: 0.12426757812500000000
01DA    // 55: 0.11572265625000000000
01C9    // 56: 0.11157226562500000000
01A5    // 57: 0.10278320312500000000
0194    // 58: 0.09863281250000000000
0171    // 59: 0.09008789062500000000
014E    // 60: 0.08154296875000000000
013C    // 61: 0.07714843750000000000
012A    // 62: 0.07275390625000000000
0119    // 63: 0.06860351562500000000
0119    // 64: 0.06860351562500000000
0119    // 65: 0.06860351562500000000
0119    // 66: 0.06860351562500000000
013C    // 67: 0.07714843750000000000
015F    // 68: 0.08569335937500000000
0194    // 69: 0.09863281250000000000
01C9    // 70: 0.11157226562500000000
01FD    // 71: 0.12426757812500000000
0244    // 72: 0.14160156250000000000
0278    // 73: 0.15429687500000000000
02AD    // 74: 0.16723632812500000000
02D0    // 75: 0.17578125000000000000
02F3    // 76: 0.18432617187500000000
0305    // 77: 0.18872070312500000000
0317    // 78: 0.19311523437500000000
0317    // 79: 0.19311523437500000000
0328    // 80: 0.19726562500000000000
033A    // 81: 0.20166015625000000000
033A    // 82: 0.20166015625000000000
033A    // 83: 0.20166015625000000000
033A    // 84: 0.20166015625000000000
033A    // 85: 0.20166015625000000000
033A    // 86: 0.20166015625000000000
033A    // 87: 0.20166015625000000000
0328    // 88: 0.19726562500000000000
0328    // 89: 0.19726562500000000000
0317    // 90: 0.19311523437500000000
0317    // 91: 0.19311523437500000000
0317    // 92: 0.19311523437500000000
0317    // 93: 0.19311523437500000000
0317    // 94: 0.19311523437500000000
0317    // 95: 0.19311523437500000000
0317    // 96: 0.19311523437500000000
0328    // 97: 0.19726562500000000000
033A    // 98: 0.20166015625000000000
034B    // 99: 0.20581054687500000000
035D    // 100: 0.21020507812500000000
036E    // 101: 0.21435546875000000000
0380    // 102: 0.21875000000000000000
0392    // 103: 0.22314453125000000000
03A3    // 104: 0.22729492187500000000
03B5    // 105: 0.23168945312500000000
03B5    // 106: 0.23168945312500000000
03C6    // 107: 0.23583984375000000000
03C6    // 108: 0.23583984375000000000
03C6    // 109: 0.23583984375000000000
03C6    // 110: 0.23583984375000000000
03C6    // 111: 0.23583984375000000000
03C6    // 112: 0.23583984375000000000
03C6    // 113: 0.23583984375000000000
03B5    // 114: 0.23168945312500000000
03B5    // 115: 0.23168945312500000000
03A3    // 116: 0.22729492187500000000
03A3    // 117: 0.22729492187500000000
0392    // 118: 0.22314453125000000000
0380    // 119: 0.21875000000000000000
036E    // 120: 0.21435546875000000000
034B    // 121: 0.20581054687500000000
033A    // 122: 0.20166015625000000000
0328    // 123: 0.19726562500000000000
0305    // 124: 0.18872070312500000000
02F3    // 125: 0.18432617187500000000
02E2    // 126: 0.18017578125000000000
02D0    // 127: 0.17578125000000000000
02AD    // 128: 0.16723632812500000000
029C    // 129: 0.16308593750000000000
0278    // 130: 0.15429687500000000000
0255    // 131: 0.14575195312500000000
0232    // 132: 0.13720703125000000000
01FD    // 133: 0.12426757812500000000
01C9    // 134: 0.11157226562500000000
0194    // 135: 0.09863281250000000000
0171    // 136: 0.09008789062500000000
014E    // 137: 0.08154296875000000000
014E    // 138: 0.08154296875000000000
014E    // 139: 0.08154296875000000000
015F    // 140: 0.08569335937500000000
0182    // 141: 0.09423828125000000000
01C9    // 142: 0.11157226562500000000
