03D4    // 272: 0.23925781250000000000
03D4    // 273: 0.23925781250000000000
03C3    // 274: 0.23510742187500000000
03C3    // 275: 0.23510742187500000000
03C3    // 276: 0.23510742187500000000
03C3    // 277: 0.23510742187500000000
03C3    // 278: 0.23510742187500000000
03C3    // 279: 0.23510742187500000000
03C3    // 280: 0.23510742187500000000
03C3    // 281: 0.23510742187500000000
03C3    // 282: 0.23510742187500000000
03C3    // 283: 0.23510742187500000000
03C3    // 284: 0.23510742187500000000
03C3    // 285: 0.23510742187500000000
03D4    // 286: 0.23925781250000000000
03D4    // 287: 0.23925781250000000000
03D4    // 288: 0.23925781250000000000
03D4    // 289: 0.23925781250000000000
03D4    // 290: 0.23925781250000000000
03D4    // 291: 0.23925781250000000000
03C3    // 292: 0.23510742187500000000
03B2    // 293: 0.23095703125000000000
03B2    // 294: 0.23095703125000000000
03A1    // 295: 0.22680664062500000000
0390    // 296: 0.22265625000000000000
036D    // 297: 0.21411132812500000000
036D    // 298: 0.21411132812500000000
035C    // 299: 0.20996093750000000000
034B    // 300: 0.20581054687500000000
034B    // 301: 0.20581054687500000000
033A    // 302: 0.20166015625000000000
033A    // 303: 0.20166015625000000000
033A    // 304: 0.20166015625000000000
033A    // 305: 0.20166015625000000000
033A    // 306: 0.20166015625000000000
033A    // 307: 0.20166015625000000000
033A    // 308: 0.20166015625000000000
0328    // 309: 0.19726562500000000000
0317    // 310: 0.19311523437500000000
0306    // 311: 0.18896484375000000000
02F5    // 312: 0.18481445312500000000
02F5    // 313: 0.18481445312500000000
02F5    // 314: 0.18481445312500000000
02F5    // 315: 0.18481445312500000000
02F5    // 316: 0.18481445312500000000
0317    // 317: 0.19311523437500000000
0328    // 318: 0.19726562500000000000
034B    // 319: 0.20581054687500000000
037E    // 320: 0.21826171875000000000
03A1    // 321: 0.22680664062500000000
03D4    // 322: 0.23925781250000000000
03F7    // 323: 0.24780273437500000000
0419    // 324: 0.25610351562500000000
043C    // 325: 0.26464843750000000000
044D    // 326: 0.26879882812500000000
044D    // 327: 0.26879882812500000000
044D    // 328: 0.26879882812500000000
044D    // 329: 0.26879882812500000000
044D    // 330: 0.26879882812500000000
044D    // 331: 0.26879882812500000000
044D    // 332: 0.26879882812500000000
044D    // 333: 0.26879882812500000000
043C    // 334: 0.26464843750000000000
042B    // 335: 0.26049804687500000000
0419    // 336: 0.25610351562500000000
0408    // 337: 0.25195312500000000000
03F7    // 338: 0.24780273437500000000
03E6    // 339: 0.24365234375000000000
03D4    // 340: 0.23925781250000000000
03C3    // 341: 0.23510742187500000000
03C3    // 342: 0.23510742187500000000
03B2    // 343: 0.23095703125000000000
03B2    // 344: 0.23095703125000000000
03A1    // 345: 0.22680664062500000000
03A1    // 346: 0.22680664062500000000
0390    // 347: 0.22265625000000000000
037E    // 348: 0.21826171875000000000
037E    // 349: 0.21826171875000000000
036D    // 350: 0.21411132812500000000
035C    // 351: 0.20996093750000000000
034B    // 352: 0.20581054687500000000
034B    // 353: 0.20581054687500000000
033A    // 354: 0.20166015625000000000
033A    // 355: 0.20166015625000000000
0328    // 356: 0.19726562500000000000
0328    // 357: 0.19726562500000000000
0317    // 358: 0.19311523437500000000
0317    // 359: 0.19311523437500000000
