0450    // 0: 0.26953125000000000000
045C    // 1: 0.27246093750000000000
0468    // 2: 0.27539062500000000000
0470    // 3: 0.27734375000000000000
0478    // 4: 0.27929687500000000000
047C    // 5: 0.28027343750000000000
0480    // 6: 0.28125000000000000000
0480    // 7: 0.28125000000000000000
0480    // 8: 0.28125000000000000000
0480    // 9: 0.28125000000000000000
0480    // 10: 0.28125000000000000000
0480    // 11: 0.28125000000000000000
0480    // 12: 0.28125000000000000000
047C    // 13: 0.28027343750000000000
047C    // 14: 0.28027343750000000000
047C    // 15: 0.28027343750000000000
047C    // 16: 0.28027343750000000000
0478    // 17: 0.27929687500000000000
0478    // 18: 0.27929687500000000000
0474    // 19: 0.27832031250000000000
0474    // 20: 0.27832031250000000000
0474    // 21: 0.27832031250000000000
0470    // 22: 0.27734375000000000000
0470    // 23: 0.27734375000000000000
0470    // 24: 0.27734375000000000000
0470    // 25: 0.27734375000000000000
0474    // 26: 0.27832031250000000000
0474    // 27: 0.27832031250000000000
0474    // 28: 0.27832031250000000000
0474    // 29: 0.27832031250000000000
0474    // 30: 0.27832031250000000000
0474    // 31: 0.27832031250000000000
0474    // 32: 0.27832031250000000000
0474    // 33: 0.27832031250000000000
0474    // 34: 0.27832031250000000000
0474    // 35: 0.27832031250000000000
0474    // 36: 0.27832031250000000000
0474    // 37: 0.27832031250000000000
0474    // 38: 0.27832031250000000000
0474    // 39: 0.27832031250000000000
0470    // 40: 0.27734375000000000000
0470    // 41: 0.27734375000000000000
046C    // 42: 0.27636718750000000000
046C    // 43: 0.27636718750000000000
0468    // 44: 0.27539062500000000000
0460    // 45: 0.27343750000000000000
045C    // 46: 0.27246093750000000000
0454    // 47: 0.27050781250000000000
0450    // 48: 0.26953125000000000000
0448    // 49: 0.26757812500000000000
0440    // 50: 0.26562500000000000000
0438    // 51: 0.26367187500000000000
0430    // 52: 0.26171875000000000000
0428    // 53: 0.25976562500000000000
0420    // 54: 0.25781250000000000000
0418    // 55: 0.25585937500000000000
0414    // 56: 0.25488281250000000000
040C    // 57: 0.25292968750000000000
0408    // 58: 0.25195312500000000000
0400    // 59: 0.25000000000000000000
03F8    // 60: 0.24804687500000000000
03F4    // 61: 0.24707031250000000000
03F0    // 62: 0.24609375000000000000
03EC    // 63: 0.24511718750000000000
03EC    // 64: 0.24511718750000000000
03EC    // 65: 0.24511718750000000000
03EC    // 66: 0.24511718750000000000
03F4    // 67: 0.24707031250000000000
03FC    // 68: 0.24902343750000000000
0408    // 69: 0.25195312500000000000
0414    // 70: 0.25488281250000000000
0420    // 71: 0.25781250000000000000
0430    // 72: 0.26171875000000000000
043C    // 73: 0.26464843750000000000
0448    // 74: 0.26757812500000000000
0450    // 75: 0.26953125000000000000
0458    // 76: 0.27148437500000000000
045C    // 77: 0.27246093750000000000
0460    // 78: 0.27343750000000000000
0460    // 79: 0.27343750000000000000
0464    // 80: 0.27441406250000000000
0468    // 81: 0.27539062500000000000
0468    // 82: 0.27539062500000000000
0468    // 83: 0.27539062500000000000
0468    // 84: 0.27539062500000000000
0468    // 85: 0.27539062500000000000
0468    // 86: 0.27539062500000000000
0468    // 87: 0.27539062500000000000
0464    // 88: 0.27441406250000000000
0464    // 89: 0.27441406250000000000
0460    // 90: 0.27343750000000000000
0460    // 91: 0.27343750000000000000
0460    // 92: 0.27343750000000000000
0460    // 93: 0.27343750000000000000
0460    // 94: 0.27343750000000000000
0460    // 95: 0.27343750000000000000
0460    // 96: 0.27343750000000000000
0464    // 97: 0.27441406250000000000
0468    // 98: 0.27539062500000000000
046C    // 99: 0.27636718750000000000
0470    // 100: 0.27734375000000000000
0474    // 101: 0.27832031250000000000
0478    // 102: 0.27929687500000000000
047C    // 103: 0.28027343750000000000
0480    // 104: 0.28125000000000000000
0484    // 105: 0.28222656250000000000
0484    // 106: 0.28222656250000000000
0488    // 107: 0.28320312500000000000
0488    // 108: 0.28320312500000000000
0488    // 109: 0.28320312500000000000
0488    // 110: 0.28320312500000000000
0488    // 111: 0.28320312500000000000
0488    // 112: 0.28320312500000000000
0488    // 113: 0.28320312500000000000
0484    // 114: 0.28222656250000000000
0484    // 115: 0.28222656250000000000
0480    // 116: 0.28125000000000000000
0480    // 117: 0.28125000000000000000
047C    // 118: 0.28027343750000000000
0478    // 119: 0.27929687500000000000
0474    // 120: 0.27832031250000000000
046C    // 121: 0.27636718750000000000
0468    // 122: 0.27539062500000000000
0464    // 123: 0.27441406250000000000
045C    // 124: 0.27246093750000000000
0458    // 125: 0.27148437500000000000
0454    // 126: 0.27050781250000000000
0450    // 127: 0.26953125000000000000
0448    // 128: 0.26757812500000000000
0444    // 129: 0.26660156250000000000
043C    // 130: 0.26464843750000000000
0434    // 131: 0.26269531250000000000
042C    // 132: 0.26074218750000000000
0420    // 133: 0.25781250000000000000
0414    // 134: 0.25488281250000000000
0408    // 135: 0.25195312500000000000
0400    // 136: 0.25000000000000000000
03F8    // 137: 0.24804687500000000000
03F8    // 138: 0.24804687500000000000
03F8    // 139: 0.24804687500000000000
03FC    // 140: 0.24902343750000000000
0404    // 141: 0.25097656250000000000
0414    // 142: 0.25488281250000000000
0428    // 143: 0.25976562500000000000
043C    // 144: 0.26464843750000000000
044C    // 145: 0.26855468750000000000
0460    // 146: 0.27343750000000000000
0470    // 147: 0.27734375000000000000
0480    // 148: 0.28125000000000000000
048C    // 149: 0.28417968750000000000
0490    // 150: 0.28515625000000000000
0494    // 151: 0.28613281250000000000
0498    // 152: 0.28710937500000000000
0498    // 153: 0.28710937500000000000
0498    // 154: 0.28710937500000000000
0498    // 155: 0.28710937500000000000
0498    // 156: 0.28710937500000000000
0498    // 157: 0.28710937500000000000
0498    // 158: 0.28710937500000000000
0498    // 159: 0.28710937500000000000
0494    // 160: 0.28613281250000000000
0490    // 161: 0.28515625000000000000
048C    // 162: 0.28417968750000000000
0484    // 163: 0.28222656250000000000
0478    // 164: 0.27929687500000000000
0468    // 165: 0.27539062500000000000
0450    // 166: 0.26953125000000000000
0434    // 167: 0.26269531250000000000
0414    // 168: 0.25488281250000000000
03FC    // 169: 0.24902343750000000000
03FC    // 170: 0.24902343750000000000
03FC    // 171: 0.24902343750000000000
0420    // 172: 0.25781250000000000000
0464    // 173: 0.27441406250000000000
04C4    // 174: 0.29785156250000000000
0538    // 175: 0.32617187500000000000
05B8    // 176: 0.35742187500000000000
0638    // 177: 0.38867187500000000000
06AC    // 178: 0.41699218750000000000
070C    // 179: 0.44042968750000000000
0750    // 180: 0.45703125000000000000
0750    // 181: 0.45703125000000000000
0750    // 182: 0.45703125000000000000
0738    // 183: 0.45117187500000000000
06E8    // 184: 0.43164062500000000000
0680    // 185: 0.40625000000000000000
0608    // 186: 0.37695312500000000000
0590    // 187: 0.34765625000000000000
051C    // 188: 0.31933593750000000000
04B8    // 189: 0.29492187500000000000
0464    // 190: 0.27441406250000000000
0424    // 191: 0.25878906250000000000
03F0    // 192: 0.24609375000000000000
03CC    // 193: 0.23730468750000000000
03B4    // 194: 0.23144531250000000000
03AC    // 195: 0.22949218750000000000
03AC    // 196: 0.22949218750000000000
03AC    // 197: 0.22949218750000000000
03B8    // 198: 0.23242187500000000000
03C8    // 199: 0.23632812500000000000
03D8    // 200: 0.24023437500000000000
03E0    // 201: 0.24218750000000000000
03E8    // 202: 0.24414062500000000000
03E8    // 203: 0.24414062500000000000
03E8    // 204: 0.24414062500000000000
03E8    // 205: 0.24414062500000000000
03E4    // 206: 0.24316406250000000000
03E0    // 207: 0.24218750000000000000
03E0    // 208: 0.24218750000000000000
03E0    // 209: 0.24218750000000000000
